meter,Date,t_kWh
MH39,20-07-2019,9.561
MH39,21-07-2019,11.976
MH39,22-07-2019,11.156
MH39,23-07-2019,11.413
MH39,24-07-2019,10.839
MH39,25-07-2019,8.931
MH39,26-07-2019,8.559
MH39,27-07-2019,9.416
MH39,28-07-2019,9.648
MH39,29-07-2019,9.705
MH39,30-07-2019,10.416
MH39,31-07-2019,11.167
MH39,01-08-2019,9.937
MH39,02-08-2019,11.626
MH39,03-08-2019,11.31
MH39,04-08-2019,9.856
MH39,05-08-2019,10.319
MH39,06-08-2019,9.414
MH39,09-08-2019,10.181
MH39,10-08-2019,9.495
MH39,11-08-2019,10.446
MH39,13-08-2019,8.92
MH39,14-08-2019,8.438
MH39,15-08-2019,7.672
MH39,16-08-2019,9.016
MH39,17-08-2019,8.314
MH39,18-08-2019,7.28
MH39,20-08-2019,9.606
MH39,21-08-2019,9.63
MH39,22-08-2019,9.715
MH39,23-08-2019,9.992
MH39,24-08-2019,9.27
MH39,25-08-2019,9.209
MH39,26-08-2019,6.964
MH39,27-08-2019,9.821
MH39,28-08-2019,9.126
MH39,29-08-2019,11.918
MH39,30-08-2019,9.764
MH39,31-08-2019,9.181
MH39,01-09-2019,8.341
MH39,02-09-2019,9.597
MH39,03-09-2019,10.572
MH39,04-09-2019,10.439
MH39,05-09-2019,9.271
MH39,06-09-2019,10.554
MH39,19-09-2019,9.447
MH39,20-09-2019,9.77
MH39,21-09-2019,8.444
MH39,22-09-2019,8.315
MH39,23-09-2019,9.289
MH39,24-09-2019,8.73
MH39,25-09-2019,8.62
MH39,26-09-2019,10.031
MH39,27-09-2019,8.304
MH39,28-09-2019,7.166
MH39,29-09-2019,8.224
MH39,30-09-2019,7.52
MH39,01-10-2019,7.752
MH39,02-10-2019,8.086
MH39,05-10-2019,7.538
MH39,06-10-2019,8.841
MH39,07-10-2019,7.764
MH39,08-10-2019,8.444
MH39,09-10-2019,10.099
MH39,10-10-2019,8.921
MH39,11-10-2019,8.532
MH39,12-10-2019,8.272
MH39,13-10-2019,10.085
MH39,14-10-2019,9.489
MH39,15-10-2019,8.891
MH39,16-10-2019,8.497
MH39,17-10-2019,9.354
MH39,18-10-2019,10.376
MH39,20-10-2019,10.13
MH39,21-10-2019,7.605
MH39,22-10-2019,7.532
MH39,23-10-2019,5.144
MH39,24-10-2019,8.724
MH39,25-10-2019,11.299
MH39,27-10-2019,10.642
MH39,28-10-2019,8.256
MH39,30-10-2019,7.855
MH39,31-10-2019,7.893
MH39,01-11-2019,8.671
MH39,02-11-2019,9.383
MH39,03-11-2019,8.698
MH39,05-11-2019,7.846
MH39,06-11-2019,8.545
MH39,07-11-2019,7.383
MH39,08-11-2019,6.793
MH39,09-11-2019,5.026
MH39,11-11-2019,5.294
MH39,12-11-2019,6.532
MH39,13-11-2019,6.585
MH39,14-11-2019,5.978
MH39,15-11-2019,7.028
MH39,16-11-2019,5.756
MH39,17-11-2019,6.785
MH39,19-11-2019,8.558
MH39,20-11-2019,6.958
MH39,21-11-2019,5.94
MH39,22-11-2019,5.731
MH39,23-11-2019,7.105
MH39,24-11-2019,6.552
MH39,25-11-2019,4.665
MH39,03-12-2019,4.822
MH39,17-12-2019,6.042
MH39,18-12-2019,5.723
MH39,19-12-2019,5.619
MH39,28-12-2019,5.067
MH39,05-01-2020,4.707
MH39,06-01-2020,5.597
MH39,09-01-2020,5.43
MH39,10-01-2020,5.307
MH39,11-01-2020,5.199
MH39,17-01-2020,5.654
MH39,18-01-2020,5.028
MH39,19-01-2020,4.262
MH39,20-01-2020,4.857
MH39,21-01-2020,4.798
MH39,22-01-2020,4.875
MH39,23-01-2020,4.66
MH39,26-01-2020,4.166
MH39,07-02-2020,4.63
MH39,10-02-2020,5.054
MH39,13-02-2020,4.374
MH39,14-02-2020,4.896
MH39,15-02-2020,4.744
MH39,16-02-2020,4.987
MH39,18-02-2020,5.171
MH39,19-02-2020,5.769
MH39,20-02-2020,5.141
MH39,21-02-2020,5.336
MH39,22-02-2020,4.982
MH39,23-02-2020,6.532
MH39,03-03-2020,3.311
MH39,10-03-2020,4.577
MH39,15-03-2020,2.783
MH39,03-04-2020,5.273
MH39,17-04-2020,7.649
MH39,18-04-2020,4.958
MH39,06-05-2020,6.165
MH39,11-05-2020,5.319
MH39,04-06-2020,5.501
MH39,09-06-2020,0
MH39,25-06-2020,11.37
MH39,10-07-2020,12.156
MH39,13-07-2020,19.065
MH39,19-07-2020,14.352
MH39,13-08-2020,0
MH39,28-08-2020,0
MH39,11-09-2020,1.162
MH39,01-10-2020,0
MH39,20-10-2020,0.651
MH39,03-12-2020,2.49
MH39,07-01-2021,2.157
MH39,15-01-2021,2.305
MH39,21-01-2021,2.207
MH39,28-01-2021,2.906
MH39,30-01-2021,2.835
MH39,31-01-2021,2.196
MH39,06-02-2021,3.496
MH39,07-02-2021,3.042
MH39,09-02-2021,2.649
MH39,12-02-2021,3.687
MH39,16-02-2021,3.626
MH39,17-02-2021,4.194
MH39,19-02-2021,3.083
MH41,31-05-2019,2.301
MH41,01-06-2019,2.46
MH41,02-06-2019,2.615
MH41,03-06-2019,2.609
MH41,04-06-2019,2.9
MH41,05-06-2019,3.828
MH41,06-06-2019,2.921
MH41,10-06-2019,2.982
MH41,11-06-2019,3.179
MH41,12-06-2019,3.084
MH41,13-06-2019,2.893
MH41,14-06-2019,2.877
MH41,15-06-2019,2.552
MH41,16-06-2019,2.453
MH41,17-06-2019,1.452
MH41,18-06-2019,2.791
MH41,19-06-2019,2.405
MH41,20-06-2019,2.41
MH41,21-06-2019,3.139
MH41,22-06-2019,3.462
MH41,23-06-2019,3.533
MH41,24-06-2019,2.436
MH41,25-06-2019,2.966
MH41,26-06-2019,3.047
MH41,27-06-2019,2.822
MH41,28-06-2019,2.816
MH41,29-06-2019,2.819
MH41,30-06-2019,2.331
MH41,01-07-2019,2.246
MH41,02-07-2019,2.624
MH41,03-07-2019,2.891
MH41,04-07-2019,2.884
MH41,06-07-2019,3.503
MH41,07-07-2019,4.112
MH41,08-07-2019,3.317
MH41,09-07-2019,1.479
MH41,10-07-2019,3.222
MH41,11-07-2019,3.162
MH41,12-07-2019,3.006
MH41,13-07-2019,2.602
MH41,14-07-2019,2.538
MH41,15-07-2019,3.289
MH41,16-07-2019,3.106
MH41,17-07-2019,3.37
MH41,19-07-2019,3.015
MH41,30-07-2019,3.935
MH41,31-07-2019,4.198
MH41,03-08-2019,4.002
MH41,04-08-2019,3.996
MH41,05-08-2019,4.104
MH41,07-08-2019,5.432
MH41,08-08-2019,5.129
MH41,10-08-2019,4.247
MH41,11-08-2019,3.529
MH41,12-08-2019,4.748
MH41,13-08-2019,4.326
MH41,14-08-2019,4.495
MH41,16-08-2019,5.434
MH41,21-08-2019,5.054
MH41,22-08-2019,5.141
MH41,23-08-2019,4.668
MH41,24-08-2019,5.862
MH41,30-08-2019,3.463
MH41,01-09-2019,4.344
MH41,02-09-2019,4.02
MH41,03-09-2019,4.841
MH41,04-09-2019,4.295
MH41,05-09-2019,4.001
MH41,06-09-2019,3.982
MH41,07-09-2019,3.851
MH41,09-09-2019,3.67
MH41,10-09-2019,4.339
MH41,13-09-2019,4.188
MH41,14-09-2019,4.033
MH41,15-09-2019,3.682
MH41,17-09-2019,4.244
MH41,18-09-2019,3.714
MH41,19-09-2019,3.308
MH41,20-09-2019,3.371
MH41,21-09-2019,3.022
MH41,22-09-2019,4.284
MH41,23-09-2019,3.517
MH41,24-09-2019,2.999
MH41,25-09-2019,2.41
MH41,26-09-2019,3.018
MH41,27-09-2019,2.315
MH41,28-09-2019,3.452
MH41,29-09-2019,4.284
MH41,30-09-2019,3.31
MH41,01-10-2019,3.469
MH41,02-10-2019,3.793
MH41,05-10-2019,3.325
MH41,06-10-2019,3.503
MH41,07-10-2019,3.561
MH41,08-10-2019,4.413
MH41,09-10-2019,4.031
MH41,11-10-2019,4.039
MH41,13-10-2019,3.867
MH41,14-10-2019,3.793
MH41,15-10-2019,3.562
MH41,16-10-2019,3.152
MH41,17-10-2019,4.047
MH41,23-10-2019,2.527
MH41,24-10-2019,3.058
MH41,26-10-2019,2.631
MH41,27-10-2019,4.464
MH41,28-10-2019,3.243
MH41,29-10-2019,2.725
MH41,30-10-2019,2.995
MH41,31-10-2019,3.214
MH41,01-11-2019,3.421
MH41,02-11-2019,3.405
MH41,03-11-2019,3.266
MH41,04-11-2019,2.625
MH41,06-11-2019,1.942
MH41,07-11-2019,1.782
MH41,08-11-2019,2.246
MH41,10-11-2019,2.875
MH41,11-11-2019,2.088
MH41,12-11-2019,2.014
MH41,13-11-2019,2.158
MH41,14-11-2019,1.833
MH41,15-11-2019,2.065
MH41,17-11-2019,2.569
MH41,18-11-2019,2.552
MH41,19-11-2019,2.375
MH41,20-11-2019,1.647
MH41,21-11-2019,2.563
MH41,22-11-2019,2.478
MH41,24-11-2019,2.082
MH41,25-11-2019,1.703
MH41,26-11-2019,2.681
MH41,27-11-2019,2.515
MH41,28-11-2019,2.223
MH41,29-11-2019,1.549
MH41,30-11-2019,1.804
MH41,01-12-2019,1.418
MH41,02-12-2019,1.531
MH41,03-12-2019,0.969
MH41,04-12-2019,0.609
MH41,05-12-2019,0.64
MH41,06-12-2019,0.741
MH41,07-12-2019,0.515
MH41,08-12-2019,0.383
MH41,10-12-2019,0.569
MH41,11-12-2019,0.708
MH41,12-12-2019,0.711
MH41,13-12-2019,0.542
MH41,15-12-2019,0.469
MH41,16-12-2019,0.491
MH41,17-12-2019,0.566
MH41,01-01-2020,0.978
MH41,02-01-2020,0.78
MH41,03-01-2020,0.71
MH41,04-01-2020,0.676
MH41,05-01-2020,0.707
MH41,07-01-2020,0.71
MH41,09-01-2020,0.749
MH41,10-01-2020,0.812
MH41,11-01-2020,0.827
MH41,12-01-2020,0.591
MH41,13-01-2020,0.647
MH41,14-01-2020,0.754
MH41,15-01-2020,0.717
MH41,16-01-2020,0.503
MH41,18-01-2020,0.895
MH41,21-01-2020,0.775
MH41,23-01-2020,0.478
MH41,24-01-2020,0.372
MH41,26-01-2020,0.633
MH41,27-01-2020,0.621
MH41,28-01-2020,0.705
MH41,30-01-2020,0.663
MH41,31-01-2020,0.548
MH41,01-02-2020,0.609
MH41,02-02-2020,0.58
MH41,14-02-2020,0.528
MH41,15-02-2020,0.595
MH41,16-02-2020,0.212
MH41,18-02-2020,0.39
MH41,19-02-2020,0.489
MH41,23-02-2020,0.363
MH41,10-03-2020,0.521
MH41,11-03-2020,0.282
MH41,12-03-2020,0.404
MH41,13-03-2020,1
MH41,14-03-2020,1.313
MH41,15-03-2020,0.874
MH41,16-03-2020,0.88
MH41,17-03-2020,1.544
MH41,18-03-2020,1.248
MH41,19-03-2020,1.39
MH41,20-03-2020,1.285
MH41,21-03-2020,1.384
MH41,22-03-2020,1.587
MH41,23-03-2020,2.497
MH41,24-03-2020,1.892
MH41,25-03-2020,1.591
MH41,26-03-2020,2.002
MH41,28-03-2020,1.423
MH41,29-03-2020,1.994
MH41,30-03-2020,2.476
MH41,02-04-2020,2.115
MH41,03-04-2020,1.64
MH41,04-04-2020,2.148
MH41,05-04-2020,1.912
MH41,06-04-2020,2.144
MH41,07-04-2020,1.276
MH41,08-04-2020,2.475
MH41,09-04-2020,2.146
MH41,10-04-2020,2.168
MH41,12-04-2020,2.19
MH41,14-04-2020,2.224
MH41,15-04-2020,1.549
MH41,17-04-2020,2.296
MH41,18-04-2020,2.455
MH41,19-04-2020,2.66
MH41,22-04-2020,2.977
MH41,23-04-2020,2.524
MH41,24-04-2020,2.337
MH41,25-04-2020,2.986
MH41,26-04-2020,2.197
MH41,27-04-2020,2.742
MH41,01-05-2020,1.905
MH41,02-05-2020,2.052
MH41,06-05-2020,1.79
MH41,07-05-2020,2.155
MH41,08-05-2020,1.877
MH41,10-05-2020,1.149
MH41,11-05-2020,2.266
MH41,12-05-2020,1.879
MH41,21-05-2020,2.249
MH41,22-05-2020,1.913
MH41,23-05-2020,1.945
MH41,24-05-2020,2.828
MH41,25-05-2020,3.015
MH41,27-05-2020,2.037
MH41,28-05-2020,2.706
MH41,29-05-2020,2.52
MH41,30-05-2020,2.164
MH41,31-05-2020,2.884
MH41,04-06-2020,2.127
MH41,05-06-2020,2.281
MH41,09-06-2020,2.238
MH41,10-06-2020,2.094
MH41,12-06-2020,2.451
MH41,13-06-2020,2.489
MH41,14-06-2020,2.988
MH41,15-06-2020,2.544
MH41,16-06-2020,2.376
MH41,19-06-2020,2.353
MH41,21-06-2020,2.703
MH41,22-06-2020,2.844
MH41,23-06-2020,2.125
MH41,24-06-2020,2.293
MH41,25-06-2020,1.848
MH41,26-06-2020,2.251
MH41,27-06-2020,1.484
MH41,28-06-2020,1.831
MH41,29-06-2020,2.043
MH41,30-06-2020,2.316
MH41,01-07-2020,2.755
MH41,02-07-2020,2.396
MH41,03-07-2020,2.225
MH41,04-07-2020,3.035
MH41,05-07-2020,2.301
MH41,06-07-2020,2.942
MH41,07-07-2020,2.921
MH41,09-07-2020,1.847
MH41,10-07-2020,1.548
MH41,11-07-2020,2.748
MH41,12-07-2020,2.706
MH41,13-07-2020,3.059
MH41,14-07-2020,3.342
MH41,15-07-2020,2.921
MH41,16-07-2020,3.547
MH41,17-07-2020,3.245
MH41,18-07-2020,3.041
MH41,20-07-2020,2.576
MH41,21-07-2020,1.476
MH41,22-07-2020,1.201
MH41,23-07-2020,1.774
MH41,24-07-2020,3.007
MH41,25-07-2020,2.753
MH41,26-07-2020,2.436
MH41,27-07-2020,2.152
MH41,28-07-2020,2.496
MH41,29-07-2020,3.4
MH41,30-07-2020,2.617
MH41,31-07-2020,2.989
MH41,01-08-2020,2.645
MH41,02-08-2020,3.924
MH41,03-08-2020,2.296
MH41,04-08-2020,3.717
MH41,05-08-2020,4.7
MH41,06-08-2020,3.348
MH41,07-08-2020,4.788
MH41,08-08-2020,3.488
MH41,09-08-2020,3.806
MH41,10-08-2020,3.855
MH41,11-08-2020,4.665
MH41,13-08-2020,4.482
MH41,14-08-2020,5.021
MH41,15-08-2020,5.071
MH41,16-08-2020,4.719
MH41,18-08-2020,3.505
MH41,19-08-2020,3.952
MH41,20-08-2020,3.888
MH41,21-08-2020,4.494
MH41,23-08-2020,4.779
MH41,24-08-2020,4.949
MH41,25-08-2020,4.324
MH41,26-08-2020,4.151
MH41,27-08-2020,4.06
MH41,28-08-2020,3.666
MH41,29-08-2020,4.82
MH41,30-08-2020,4.27
MH41,31-08-2020,4.435
MH41,01-09-2020,4.332
MH41,02-09-2020,4.721
MH41,03-09-2020,4.608
MH41,06-09-2020,3.997
MH41,08-09-2020,3.775
MH41,09-09-2020,3.812
MH41,10-09-2020,4.565
MH41,11-09-2020,4.186
MH41,12-09-2020,4.712
MH41,13-09-2020,4.272
MH41,18-09-2020,4.372
MH41,20-09-2020,4.306
MH41,21-09-2020,4.631
MH41,22-09-2020,4.28
MH41,23-09-2020,4.773
MH41,24-09-2020,4.617
MH41,25-09-2020,4.325
MH41,26-09-2020,4.276
MH41,27-09-2020,4.098
MH41,28-09-2020,4.333
MH41,29-09-2020,4.426
MH41,30-09-2020,4.602
MH41,01-10-2020,3.704
MH41,02-10-2020,3.218
MH41,03-10-2020,3.926
MH41,04-10-2020,4.357
MH41,05-10-2020,3.654
MH41,06-10-2020,3.956
MH41,07-10-2020,3.637
MH41,08-10-2020,4.236
MH41,09-10-2020,4.217
MH41,10-10-2020,3.894
MH41,11-10-2020,3.974
MH41,12-10-2020,2.882
MH41,13-10-2020,3.459
MH41,14-10-2020,4.057
MH41,15-10-2020,3.862
MH41,16-10-2020,3.292
MH41,17-10-2020,3.916
MH41,18-10-2020,3.121
MH41,19-10-2020,4.073
MH41,20-10-2020,3.504
MH41,21-10-2020,3.758
MH41,22-10-2020,3.737
MH41,23-10-2020,3.69
MH41,24-10-2020,3.203
MH41,25-10-2020,2.908
MH41,26-10-2020,2.833
MH41,27-10-2020,2.975
MH41,28-10-2020,2.303
MH41,29-10-2020,2.484
MH41,30-10-2020,2.461
MH41,31-10-2020,1.702
MH41,01-11-2020,1.638
MH41,02-11-2020,2.029
MH41,03-11-2020,2.048
MH41,04-11-2020,2.11
MH41,05-11-2020,1.902
MH41,06-11-2020,1.507
MH41,07-11-2020,1.793
MH41,08-11-2020,1.9
MH41,09-11-2020,1.616
MH41,10-11-2020,1.589
MH41,11-11-2020,2.045
MH41,12-11-2020,2.185
MH41,13-11-2020,2.039
MH41,14-11-2020,2.278
MH41,15-11-2020,1.473
MH41,17-11-2020,1.84
MH41,18-11-2020,1.976
MH41,19-11-2020,2.179
MH41,20-11-2020,2.015
MH41,21-11-2020,1.595
MH41,22-11-2020,0.874
MH41,23-11-2020,0.668
MH41,24-11-2020,1.224
MH41,25-11-2020,1.128
MH41,26-11-2020,1.026
MH41,27-11-2020,0.626
MH41,28-11-2020,0.99
MH41,29-11-2020,1.06
MH41,30-11-2020,1.165
MH41,01-12-2020,1.532
MH41,02-12-2020,0.814
MH41,04-12-2020,1.305
MH41,05-12-2020,1.638
MH41,06-12-2020,1.334
MH41,07-12-2020,1.16
MH41,08-12-2020,1.187
MH41,09-12-2020,1.402
MH41,10-12-2020,1.619
MH41,11-12-2020,0.899
MH41,12-12-2020,0.892
MH41,13-12-2020,0.803
MH41,14-12-2020,0.705
MH41,16-12-2020,0.671
MH41,17-12-2020,0.66
MH41,18-12-2020,0.705
MH41,19-12-2020,0.498
MH41,20-12-2020,0.342
MH41,21-12-2020,0.588
MH41,22-12-2020,0.749
MH41,23-12-2020,0.816
MH41,24-12-2020,0.634
MH41,25-12-2020,0.566
MH41,27-12-2020,0.724
MH41,28-12-2020,0.678
MH41,29-12-2020,0.645
MH41,31-12-2020,0.821
MH41,01-01-2021,0.592
MH41,02-01-2021,0.807
MH41,03-01-2021,0.912
MH41,09-01-2021,0.827
MH41,10-01-2021,0.556
MH41,11-01-2021,0.574
MH41,14-01-2021,0.758
MH41,15-01-2021,0.665
MH41,14-02-2021,0.809
MH41,15-02-2021,1.188
MH41,16-02-2021,1.576
MH41,17-02-2021,1.527
MH41,18-02-2021,1.544
MH41,19-02-2021,1.422
MH41,20-02-2021,1.513
MH42,30-05-2019,8.154
MH42,31-05-2019,8.865
MH42,01-06-2019,9.225
MH42,02-06-2019,8.515
MH42,03-06-2019,8.094
MH42,04-06-2019,9.172
MH42,05-06-2019,10.36
MH42,06-06-2019,10.186
MH42,07-06-2019,10.525
MH42,08-06-2019,10.561
MH42,09-06-2019,11.115
MH42,10-06-2019,10.876
MH42,11-06-2019,10.317
MH42,12-06-2019,9.899
MH42,13-06-2019,9.49
MH42,14-06-2019,8.728
MH42,15-06-2019,8.012
MH42,16-06-2019,8.625
MH42,17-06-2019,8.426
MH42,18-06-2019,7.823
MH42,19-06-2019,7.926
MH42,20-06-2019,8.356
MH42,21-06-2019,11.144
MH42,22-06-2019,11.354
MH42,23-06-2019,10.791
MH42,24-06-2019,10.197
MH42,25-06-2019,10.104
MH42,26-06-2019,11.289
MH42,27-06-2019,10.869
MH42,28-06-2019,10.745
MH42,29-06-2019,10.609
MH42,30-06-2019,9.297
MH42,01-07-2019,10.275
MH42,02-07-2019,11.652
MH42,03-07-2019,10.061
MH42,04-07-2019,9.814
MH42,06-07-2019,10.12
MH42,07-07-2019,10.802
MH42,08-07-2019,10.018
MH42,09-07-2019,5.197
MH42,10-07-2019,10.768
MH42,11-07-2019,9.921
MH42,12-07-2019,9.694
MH42,13-07-2019,9.405
MH42,14-07-2019,9.659
MH42,15-07-2019,9.583
MH42,16-07-2019,8.495
MH42,17-07-2019,10.35
MH42,18-07-2019,10.162
MH42,19-07-2019,9.923
MH42,20-07-2019,10.86
MH42,30-07-2019,7.488
MH42,31-07-2019,9.35
MH42,01-08-2019,9.385
MH42,02-08-2019,10.184
MH42,04-08-2019,8.918
MH42,05-08-2019,10.384
MH42,06-08-2019,10.836
MH42,07-08-2019,9.287
MH42,08-08-2019,9.94
MH42,09-08-2019,9.792
MH42,10-08-2019,9.671
MH42,11-08-2019,7.925
MH42,12-08-2019,7.99
MH42,13-08-2019,7.439
MH42,16-08-2019,7.725
MH42,17-08-2019,7.984
MH42,18-08-2019,8.088
MH42,20-08-2019,9.274
MH42,21-08-2019,10.133
MH42,22-08-2019,9.933
MH42,23-08-2019,9.761
MH42,24-08-2019,9.972
MH42,25-08-2019,8.124
MH42,26-08-2019,9.463
MH42,27-08-2019,8.257
MH42,28-08-2019,10.203
MH42,29-08-2019,7.911
MH42,30-08-2019,9.76
MH42,31-08-2019,10.768
MH42,01-09-2019,9.664
MH42,02-09-2019,9.15
MH42,03-09-2019,10.77
MH42,04-09-2019,10.977
MH42,05-09-2019,10.536
MH42,06-09-2019,9.789
MH42,07-09-2019,10.118
MH42,08-09-2019,11.882
MH42,09-09-2019,11.531
MH42,10-09-2019,10.933
MH42,11-09-2019,11.35
MH42,12-09-2019,11.779
MH42,13-09-2019,10.998
MH42,15-09-2019,8.778
MH42,16-09-2019,12.489
MH42,17-09-2019,11.353
MH42,18-09-2019,9.04
MH42,19-09-2019,9.07
MH42,20-09-2019,8.945
MH42,21-09-2019,7.645
MH42,22-09-2019,8.709
MH42,23-09-2019,8.24
MH42,24-09-2019,7.758
MH42,25-09-2019,7.975
MH42,26-09-2019,7.728
MH42,27-09-2019,8.041
MH42,28-09-2019,7.509
MH42,29-09-2019,6.9
MH42,30-09-2019,7.419
MH42,01-10-2019,8.195
MH42,02-10-2019,8.149
MH42,05-10-2019,8.167
MH42,06-10-2019,7.469
MH42,07-10-2019,7.399
MH42,08-10-2019,7.339
MH42,09-10-2019,7.238
MH42,10-10-2019,6.654
MH42,11-10-2019,6.949
MH42,12-10-2019,7.417
MH42,13-10-2019,7.517
MH42,14-10-2019,7.434
MH42,15-10-2019,6.627
MH42,16-10-2019,7.522
MH42,17-10-2019,7.687
MH42,23-10-2019,6.039
MH42,24-10-2019,5.719
MH42,25-10-2019,6.233
MH42,26-10-2019,5.375
MH42,27-10-2019,6.955
MH42,28-10-2019,5.49
MH42,29-10-2019,4.55
MH42,30-10-2019,5.455
MH42,31-10-2019,5.417
MH42,01-11-2019,5.141
MH42,02-11-2019,5.214
MH42,03-11-2019,6.126
MH42,04-11-2019,5.072
MH42,05-11-2019,4.214
MH42,06-11-2019,4.873
MH42,07-11-2019,4.169
MH42,08-11-2019,5.002
MH42,09-11-2019,6.094
MH42,11-11-2019,5.474
MH42,12-11-2019,4.794
MH42,13-11-2019,5.869
MH42,14-11-2019,5.312
MH42,15-11-2019,4.765
MH42,16-11-2019,5.116
MH42,17-11-2019,4.791
MH42,18-11-2019,4.489
MH42,19-11-2019,4.204
MH42,20-11-2019,3.777
MH42,21-11-2019,4.365
MH42,22-11-2019,4.362
MH42,23-11-2019,4.288
MH42,24-11-2019,4.123
MH42,25-11-2019,4.123
MH42,26-11-2019,4.671
MH42,27-11-2019,4.35
MH42,28-11-2019,3.837
MH42,29-11-2019,4.28
MH42,30-11-2019,4.134
MH42,01-12-2019,3.42
MH42,02-12-2019,3.38
MH42,03-12-2019,2.588
MH42,04-12-2019,3.29
MH42,05-12-2019,2.713
MH42,06-12-2019,2.875
MH42,07-12-2019,1.454
MH42,08-12-2019,3.205
MH42,10-12-2019,2.74
MH42,13-12-2019,2.551
MH42,14-12-2019,2.744
MH42,15-12-2019,2.54
MH42,16-12-2019,3.345
MH42,18-12-2019,2.234
MH42,30-12-2019,2.19
MH42,31-12-2019,2.149
MH42,01-01-2020,1.752
MH42,02-01-2020,2.56
MH42,04-01-2020,2.009
MH42,05-01-2020,2.133
MH42,16-01-2020,2.285
MH42,19-01-2020,2.556
MH42,20-01-2020,2.341
MH42,22-01-2020,2.523
MH42,23-01-2020,2.021
MH42,24-01-2020,2.394
MH42,28-01-2020,2.372
MH42,29-01-2020,2.643
MH42,30-01-2020,2.22
MH42,31-01-2020,1.994
MH42,01-02-2020,1.012
MH42,02-02-2020,1.654
MH42,12-02-2020,2.973
MH42,13-02-2020,2.504
MH42,15-02-2020,2.344
MH42,16-02-2020,2.448
MH42,17-02-2020,1.699
MH42,18-02-2020,2.461
MH42,19-02-2020,1.894
MH42,21-02-2020,2.846
MH42,23-02-2020,1.995
MH42,24-02-2020,2.406
MH42,25-02-2020,2.449
MH42,03-03-2020,3.222
MH42,04-03-2020,2.329
MH42,09-03-2020,3.07
MH42,10-03-2020,3.716
MH42,11-03-2020,3.034
MH42,12-03-2020,3.534
MH42,14-03-2020,3.738
MH42,15-03-2020,3.68
MH42,16-03-2020,2.912
MH42,17-03-2020,3.348
MH42,20-03-2020,3.298
MH42,21-03-2020,4.385
MH42,22-03-2020,5.189
MH42,23-03-2020,5.201
MH42,24-03-2020,3.428
MH42,25-03-2020,5.322
MH42,26-03-2020,5.503
MH42,27-03-2020,4.515
MH42,28-03-2020,4.318
MH42,29-03-2020,4.989
MH42,30-03-2020,4.438
MH42,04-04-2020,5.689
MH42,05-04-2020,5.522
MH42,06-04-2020,5.725
MH42,07-04-2020,4.514
MH42,08-04-2020,7.564
MH42,09-04-2020,6.018
MH42,10-04-2020,5.853
MH42,11-04-2020,6.723
MH42,12-04-2020,6.497
MH42,13-04-2020,6.542
MH42,14-04-2020,8.052
MH42,15-04-2020,7.414
MH42,16-04-2020,7.549
MH42,17-04-2020,8.616
MH42,18-04-2020,8.198
MH42,21-04-2020,5.819
MH42,22-04-2020,7.049
MH42,23-04-2020,6.874
MH42,24-04-2020,6.892
MH42,25-04-2020,7.089
MH42,27-04-2020,6.669
MH42,29-04-2020,7.37
MH42,10-05-2020,6.906
MH42,11-05-2020,8.152
MH42,12-05-2020,8.028
MH42,21-05-2020,7.459
MH42,22-05-2020,7.243
MH42,23-05-2020,8.357
MH42,24-05-2020,8.746
MH42,25-05-2020,8.32
MH42,27-05-2020,8.092
MH42,30-05-2020,8.258
MH42,01-06-2020,7.401
MH42,02-06-2020,7.078
MH42,03-06-2020,8.899
MH42,08-06-2020,8.891
MH42,09-06-2020,7.999
MH42,10-06-2020,7.69
MH42,13-06-2020,8.686
MH42,14-06-2020,9.608
MH42,15-06-2020,8.826
MH42,16-06-2020,8.768
MH42,18-06-2020,7.917
MH42,19-06-2020,7.762
MH42,20-06-2020,8.256
MH42,21-06-2020,8.242
MH42,22-06-2020,8.668
MH42,23-06-2020,9.007
MH42,24-06-2020,8.629
MH42,25-06-2020,8.276
MH42,26-06-2020,8.11
MH42,27-06-2020,5.336
MH42,28-06-2020,7.826
MH42,29-06-2020,8.307
MH42,30-06-2020,7.218
MH42,01-07-2020,7.009
MH42,02-07-2020,6.505
MH42,04-07-2020,6.963
MH42,05-07-2020,6.751
MH42,07-07-2020,9.291
MH42,08-07-2020,8.74
MH42,09-07-2020,6.993
MH42,11-07-2020,9.783
MH42,12-07-2020,9.295
MH42,13-07-2020,9.487
MH42,14-07-2020,10.247
MH42,15-07-2020,9.164
MH42,16-07-2020,10.016
MH42,17-07-2020,9.907
MH42,18-07-2020,10.047
MH42,19-07-2020,9.664
MH42,20-07-2020,8.817
MH42,21-07-2020,8.183
MH42,22-07-2020,5.905
MH42,24-07-2020,9.157
MH42,26-07-2020,8.256
MH42,27-07-2020,7.071
MH42,28-07-2020,9.186
MH42,29-07-2020,10.085
MH42,30-07-2020,7.88
MH42,31-07-2020,8.81
MH42,01-08-2020,8.471
MH42,02-08-2020,7.829
MH42,03-08-2020,9.177
MH42,04-08-2020,7.602
MH42,05-08-2020,7.463
MH42,06-08-2020,6.43
MH42,07-08-2020,6.564
MH42,08-08-2020,6.967
MH42,09-08-2020,6.745
MH42,10-08-2020,6.737
MH42,11-08-2020,6.961
MH42,13-08-2020,6.966
MH42,14-08-2020,8.431
MH42,16-08-2020,7.124
MH42,18-08-2020,5.565
MH42,19-08-2020,7.063
